record_id,incident_date,year,month,city_municipality,barangay,latitude,longitude,flood_risk_level,flood_depth_meters,flood_category,flood_duration_hours,rainfall_mm,weather_condition,typhoon_name,typhoon_alert_level,affected_population,affected_families,evacuees,evacuation_center,fatalities,injuries,estimated_damage_php,infrastructure_damaged,relief_goods_distributed,response_time_hours,data_source
1838,2016-11-15,2016,November,Malabon,Panghulo,14.6677,120.95830000000001,Very High,3.14,House-roof level,147,312.9,Continuous Rain,Tisoy,Signal No. 1,4839,921,2165,Malabon City Hall Covered Court,2,6,31993425,None,Yes,6.6,DSWD
1839,2007-03-20,2007,March,Malabon,Tañong,14.6586,120.9569,Very High,1.63,Neck-deep,17,421.6,Heavy Rain,None (Monsoon),None,2514,671,1021,Malabon City Hall Covered Court,0,9,4057341,Homes,No,19.7,NDRRMC
1840,2022-11-18,2022,November,Malabon,Catmon,14.661,120.95439999999999,Very High,3.65,House-roof level,54,376.8,Continuous Rain,Queenie,Signal No. 3,3998,1091,1040,Panghulo Elementary School,2,22,33221723,Roads,No,5.4,MMDA
1841,2014-02-20,2014,February,Malabon,Hulong Duhat,14.6608,120.95479999999999,High,0.55,Waist-deep,89,378.6,Heavy Rain,Tisoy,Signal No. 1,5703,1522,650,Malabon National High School,0,0,5583724,Roads,Yes,17.8,DSWD
1842,2009-02-22,2009,February,Malabon,Acacia,14.6644,120.957,High,0.44,Knee-deep,10,441.1,Typhoon,Pepito,Signal No. 4,3153,818,856,Longos Elementary School,0,2,2958604,Homes,No,3.3,LGU Report
1843,2004-11-15,2004,November,Navotas,Bangculasi,14.6622,120.9427,Very High,4.35,House-roof level,92,294.4,Heavy Rain,Pepito,Signal No. 4,5672,1221,2151,Tangos National High School,3,20,22682279,Homes,Yes,9.9,MMDA
1844,2016-07-16,2016,July,Navotas,Daanghari,14.658800000000001,120.9438,Very High,0.74,Waist-deep,39,390.8,Continuous Rain,Ondoy,Signal No. 2,2409,516,976,Bangculasi Elementary School,0,3,2129699,Homes,Yes,16.8,PAGASA
1845,2007-09-09,2007,September,Navotas,Navotas East,14.6579,120.9405,Very High,2.53,House-roof level,19,176.5,Monsoon Rains,None (Monsoon),None,2953,577,467,Navotas Sports Complex,0,20,16007247,Homes,Yes,8.9,PAGASA
1846,2021-03-26,2021,March,Navotas,Navotas West,14.6548,120.9392,Very High,2.47,House-roof level,135,276.2,Heavy Rain,Quedan,Signal No. 2,2273,427,535,Navotas City Hall Gymnasium,0,1,3355210,Bridges and Roads,Yes,9.7,DSWD
1847,2019-06-27,2019,June,Navotas,North Bay Blvd South,14.6523,120.9365,High,0.64,Waist-deep,91,133.2,Scattered Showers,Queenie,Signal No. 3,3947,933,631,North Bay Blvd Evacuation Center,0,0,4207487,Homes,Yes,11.5,PAGASA
1848,2011-05-12,2011,May,Valenzuela,Bisig,14.7004,120.97919999999999,Very High,3.74,House-roof level,102,87.0,Continuous Rain,Quedan,Signal No. 2,6189,1416,1296,Lawang Bato Covered Court,0,9,29958466,Roads,No,7.5,NDRRMC
1849,2017-09-07,2017,September,Valenzuela,Lawang Bato,14.703999999999999,120.9751,Very High,3.6,House-roof level,67,142.5,Monsoon Rains,None (Monsoon),None,1278,266,334,Lawang Bato Covered Court,5,32,10898577,Bridges,No,13.6,PAGASA
1850,2006-12-19,2006,December,Valenzuela,Lingunan,14.707500000000001,120.9811,High,2.15,House-roof level,37,286.6,Scattered Showers,Marce,Signal No. 3,3701,711,370,Lawang Bato Covered Court,0,11,15297691,Bridges and Roads,Yes,4.6,MMDA
1851,2004-11-24,2004,November,Valenzuela,Punturin,14.7119,120.9824,High,1.63,Neck-deep,42,107.5,Monsoon Rains,None (Monsoon),None,5779,1199,1387,Bisig Elementary School,0,4,22264100,Bridges,Yes,9.8,MMDA
1852,2021-05-05,2021,May,Valenzuela,Parada,14.6986,120.9798,High,1.35,Chest-deep,65,62.2,Heavy Rain,None (Monsoon),None,3547,877,1000,Lawang Bato Covered Court,0,11,11233853,Roads,Yes,13.5,MMDA
1853,2022-08-21,2022,August,Marikina,Tumana,14.6568,121.1048,Very High,0.82,Waist-deep,43,332.9,Monsoon Rains,None (Monsoon),None,330,61,84,Concepcion National High School,0,2,155790,None,No,14.3,MMDA
1854,2023-08-04,2023,August,Marikina,Calumpang,14.6483,121.104,Very High,4.41,House-roof level,46,246.1,Continuous Rain,None (Monsoon),None,3823,721,1467,Tumana Elementary School,0,16,15747481,Roads and Homes,Yes,17.7,MMDA
1855,2019-10-04,2019,October,Marikina,Concepcion Dos,14.6611,121.10820000000001,Very High,2.58,House-roof level,67,124.8,Scattered Showers,None (Monsoon),None,5180,1037,1426,Marikina Sports Center,2,12,6720025,Homes,Yes,21.5,PAGASA
1856,2023-05-31,2023,May,Marikina,Industrial Valley,14.6543,121.11200000000001,High,1.34,Chest-deep,78,420.6,Scattered Showers,Nonoy,Signal No. 1,5659,1039,1432,Calumpang Elementary School,0,7,7562227,Roads,Yes,2.0,LGU Report
1857,2009-12-15,2009,December,Marikina,Nangka,14.6706,121.1074,High,0.38,Knee-deep,78,386.5,Continuous Rain,Queenie,Signal No. 1,3160,665,288,Concepcion National High School,0,3,2975351,Roads,No,12.7,NDRRMC
1858,2007-03-04,2007,March,Marikina,Fortune,14.6713,121.1092,High,2.15,House-roof level,64,305.6,Heavy Rain,None (Monsoon),None,5687,1339,1596,Concepcion National High School,0,17,23627106,Bridges,Yes,1.1,LGU Report
1859,2003-10-31,2003,October,Pasig,Pinagbuhatan,14.5609,121.1036,Very High,3.99,House-roof level,43,161.7,Monsoon Rains,Quedan,Signal No. 3,4479,894,1457,Pasig Sports Center,0,13,11630091,Bridges and Roads,No,22.7,NDRRMC
1860,2020-08-23,2020,August,Pasig,Bambang,14.5579,121.0998,Very High,1.94,Neck-deep,19,424.4,Heavy Rain,Ondoy,Signal No. 4,1819,515,364,Ugong Elementary School,0,2,5045260,None,No,3.4,MMDA
1861,2001-01-28,2001,January,Pasig,Ugong,14.564200000000001,121.07220000000001,High,0.43,Knee-deep,71,189.8,Typhoon,None (Monsoon),None,5322,1186,1065,Pinagbuhatan Covered Court,0,2,4269221,Bridges and Roads,No,14.0,NDRRMC
1862,2013-08-15,2013,August,Pasig,Dela Paz,14.5733,121.08200000000001,High,1.21,Chest-deep,43,410.5,Typhoon,Quedan,Signal No. 3,5267,1203,1381,Bambang Elementary School,0,7,5455110,Bridges and Roads,Yes,7.3,MMDA
1863,2001-10-06,2001,October,Pasig,Palatiw,14.562100000000001,121.1015,High,1.13,Chest-deep,34,179.6,Typhoon,Ursula,Signal No. 3,5535,1100,1116,Bambang Elementary School,0,1,9219130,Homes,Yes,20.7,PAGASA
1864,2004-10-12,2004,October,Quezon City,Batasan Hills,14.6898,121.1138,High,1.45,Chest-deep,54,272.4,Typhoon,None (Monsoon),None,3879,1087,529,QC Sports Club,0,8,11089091,Homes,No,11.0,DSWD
1865,2003-05-19,2003,May,Quezon City,Commonwealth,14.6814,121.10900000000001,High,2.89,House-roof level,17,224.7,Typhoon,None (Monsoon),None,647,126,108,Commonwealth Elementary School,0,19,1818035,Homes,Yes,11.2,NDRRMC
1866,2003-04-02,2003,April,Quezon City,Payatas,14.7224,121.1169,High,2.91,House-roof level,41,222.5,Scattered Showers,Tisoy,Signal No. 2,4910,946,622,Batasan Hills National High School Gym,0,0,14871260,None,Yes,9.6,NDRRMC
1867,2022-10-30,2022,October,Quezon City,Bagong Silangan,14.7021,121.13180000000001,Moderate,1.27,Chest-deep,25,222.8,Monsoon Rains,None (Monsoon),None,3426,888,426,Batasan Hills National High School Gym,0,12,2612128,Bridges,Yes,11.5,MMDA
1868,2015-05-10,2015,May,Quezon City,Novaliches Proper,14.735100000000001,121.02329999999999,Moderate,1.19,Chest-deep,9,446.1,Continuous Rain,None (Monsoon),None,1354,256,99,Batasan Hills National High School Gym,0,0,892199,Bridges and Roads,No,19.0,NDRRMC
1869,2016-06-24,2016,June,Manila,Tondo,14.6188,120.96740000000001,Very High,1.44,Chest-deep,90,57.9,Scattered Showers,Ursula,Signal No. 1,1687,394,425,Manila City Hall Gymnasium,0,12,3827051,None,Yes,1.2,PAGASA
1870,2003-04-13,2003,April,Manila,Binondo,14.5996,120.9748,High,2.52,House-roof level,37,125.6,Monsoon Rains,Tonyo,Signal No. 4,6932,1659,1525,Sta. Ana Covered Court,0,14,38981020,Roads,No,19.3,LGU Report
1871,2001-12-21,2001,December,Manila,Pandacan,14.5881,121.00479999999999,Very High,0.6,Waist-deep,81,364.9,Heavy Rain,Nonoy,Signal No. 1,7889,1527,2076,Sta. Ana Covered Court,0,5,7963974,Homes,No,5.1,DSWD
1872,2019-08-19,2019,August,Manila,Sta. Ana,14.5753,121.0093,High,0.52,Waist-deep,87,251.5,Typhoon,None (Monsoon),None,6965,1633,1855,Pandacan Elementary School,0,0,8377551,Homes,Yes,17.9,PAGASA
1873,2016-10-21,2016,October,Manila,San Andres Bukid,14.5807,120.998,High,2.55,House-roof level,61,354.1,Scattered Showers,None (Monsoon),None,3715,978,396,Tondo Sports Complex,4,16,11586687,Roads,No,4.6,MMDA
1874,2011-08-01,2011,August,Caloocan,Bagong Barrio,14.671600000000002,120.987,High,2.15,House-roof level,28,335.5,Heavy Rain,Quedan,Signal No. 2,873,231,191,Bagong Barrio Covered Court,0,0,992150,Bridges,Yes,7.3,PAGASA
1875,2022-12-10,2022,December,Caloocan,Grace Park,14.6587,120.9824,High,1.0,Chest-deep,50,78.4,Scattered Showers,None (Monsoon),None,3639,714,654,Caloocan City Gymnasium,0,7,6549497,Homes,No,13.4,MMDA
1876,2003-10-16,2003,October,Caloocan,Camarin,14.7344,121.01209999999999,Moderate,1.35,Chest-deep,27,226.1,Typhoon,Tisoy,Signal No. 4,5816,1411,745,Bagong Barrio Covered Court,0,13,11366512,Homes,No,23.4,NDRRMC
1877,2015-10-29,2015,October,Caloocan,Baesa,14.6914,121.0013,High,0.64,Waist-deep,70,306.3,Scattered Showers,Rolly,Signal No. 3,5698,1361,1380,Grace Park Elementary School,0,0,5404522,Bridges and Roads,No,12.9,DSWD
1878,2022-06-26,2022,June,Parañaque,BF Homes,14.4879,121.0129,Moderate,0.78,Waist-deep,11,106.7,Heavy Rain,Ulysses,Signal No. 3,4034,809,295,BF Homes Covered Court,0,2,5317063,Bridges,No,19.0,PAGASA
1879,2001-07-22,2001,July,Parañaque,La Huerta,14.4926,120.9993,Moderate,0.19,Knee-deep,32,222.7,Heavy Rain,Queenie,Signal No. 2,1344,257,89,La Huerta Elementary School,0,0,156080,Bridges and Roads,Yes,6.2,NDRRMC
1880,2003-07-18,2003,July,Parañaque,Baclaran,14.5227,120.9974,High,0.59,Waist-deep,20,58.6,Scattered Showers,Kiko,Signal No. 3,6761,1679,1833,Parañaque National High School,0,3,4545713,Bridges,No,3.0,NDRRMC
1881,2012-05-26,2012,May,Las Piñas,Almanza Dos,14.462200000000001,120.9832,Moderate,0.37,Knee-deep,40,333.0,Typhoon,Tonyo,Signal No. 1,3947,941,561,Pulang Lupa Covered Court,0,1,2629189,None,Yes,8.2,LGU Report
1882,2019-01-11,2019,January,Las Piñas,Pulang Lupa Dos,14.4688,120.9757,Moderate,1.38,Chest-deep,29,373.2,Monsoon Rains,Quedan,Signal No. 3,7382,1348,440,Almanza Elementary School,0,10,10194006,Bridges,No,22.7,LGU Report
1883,2002-01-22,2002,January,Muntinlupa,Tunasan,14.3898,121.0308,Moderate,1.07,Chest-deep,40,360.0,Typhoon,None (Monsoon),None,5235,954,628,Muntinlupa City Hall Gymnasium,0,4,12443190,Roads and Homes,No,17.0,MMDA
1884,2008-10-15,2008,October,Muntinlupa,Alabang,14.425699999999999,121.04299999999999,Low,0.23,Knee-deep,11,260.1,Monsoon Rains,Ulysses,Signal No. 4,7866,2083,247,Tunasan Elementary School,0,0,2475345,Roads,Yes,19.6,NDRRMC
1885,2005-11-18,2005,November,Taguig,Ususan,14.5092,121.0627,High,2.07,House-roof level,69,321.9,Scattered Showers,None (Monsoon),None,6861,1367,665,Ususan Elementary School,0,6,22440339,Bridges,Yes,18.7,PAGASA
1886,2003-05-17,2003,May,Taguig,Pinagsama,14.5237,121.0586,Moderate,0.9,Waist-deep,42,203.1,Scattered Showers,None (Monsoon),None,2444,492,336,Pinagsama Covered Court,0,2,1761898,Roads and Homes,Yes,15.4,MMDA
1887,2009-07-07,2009,July,Taguig,Lower Bicutan,14.512500000000001,121.0545,Moderate,1.48,Chest-deep,24,342.7,Monsoon Rains,Tonyo,Signal No. 2,498,122,46,Taguig City University Gymnasium,0,4,389884,Homes,No,2.0,PAGASA
1888,2007-02-28,2007,February,Malabon,Longos,14.6632,120.9583,Very High,0.75,Waist-deep,84,188.6,Monsoon Rains,Tonyo,Signal No. 1,4535,905,1085,Longos Elementary School,0,3,8106273,None,No,1.1,PAGASA
1889,2012-02-07,2012,February,Malabon,Panghulo,14.6687,120.9574,Very High,0.52,Waist-deep,63,237.2,Continuous Rain,Kiko,Signal No. 2,904,190,142,Catmon Covered Court,0,5,883242,Roads and Homes,No,15.3,MMDA
1890,2021-12-16,2021,December,Malabon,Tañong,14.66,120.9557,Very High,2.24,House-roof level,99,100.9,Scattered Showers,Queenie,Signal No. 3,2307,635,651,Catmon Covered Court,0,3,5561462,Roads and Homes,No,10.6,PAGASA
1891,2011-01-30,2011,January,Malabon,Catmon,14.659899999999999,120.95519999999999,Very High,2.82,House-roof level,159,121.7,Continuous Rain,None (Monsoon),None,6302,1336,2590,Malabon City Hall Covered Court,0,3,16267949,None,Yes,13.9,LGU Report
1892,2007-01-26,2007,January,Malabon,Hulong Duhat,14.6619,120.956,High,1.58,Neck-deep,75,122.4,Continuous Rain,Nonoy,Signal No. 4,5221,1254,1157,Longos Elementary School,0,2,17840442,Roads,Yes,11.1,NDRRMC
1893,2004-12-01,2004,December,Malabon,Acacia,14.6635,120.9576,High,0.7,Waist-deep,62,365.0,Scattered Showers,Tisoy,Signal No. 1,3039,655,643,Longos Elementary School,0,1,4423808,Bridges,Yes,1.3,LGU Report
1894,2014-08-03,2014,August,Navotas,Bangculasi,14.6623,120.94149999999999,Very High,2.89,House-roof level,23,125.8,Scattered Showers,Queenie,Signal No. 4,231,44,84,Navotas City Hall Gymnasium,2,23,1372748,Roads,No,4.0,NDRRMC
1895,2002-07-12,2002,July,Navotas,Daanghari,14.6599,120.9451,Very High,2.35,House-roof level,50,209.2,Typhoon,Tonyo,Signal No. 2,1552,286,661,Tangos National High School,2,16,8406498,Homes,No,3.0,DSWD
1896,2009-10-16,2009,October,Navotas,Navotas East,14.6571,120.9417,Very High,1.25,Chest-deep,107,67.4,Continuous Rain,Marce,Signal No. 2,1986,553,321,Navotas City Hall Gymnasium,0,8,4870090,Roads and Homes,No,7.2,PAGASA
1897,2024-09-27,2024,September,Navotas,Navotas West,14.6555,120.9397,Very High,2.15,House-roof level,134,235.0,Typhoon,Rolly,Signal No. 3,1557,378,491,Bangculasi Elementary School,0,9,7164060,None,No,20.6,DSWD
1898,2012-10-14,2012,October,Navotas,North Bay Blvd South,14.652700000000001,120.9381,High,2.83,House-roof level,14,130.3,Continuous Rain,Tonyo,Signal No. 4,2937,679,426,Navotas City Hall Gymnasium,0,26,20601987,Roads and Homes,No,13.9,LGU Report
1899,2016-02-07,2016,February,Valenzuela,Bisig,14.7011,120.97919999999999,Very High,3.31,House-roof level,156,365.6,Continuous Rain,Tisoy,Signal No. 2,3156,731,1337,Lingunan Elementary School,0,25,20616172,Roads,Yes,13.8,MMDA
1900,2005-09-26,2005,September,Valenzuela,Lawang Bato,14.7043,120.9751,Very High,1.8,Neck-deep,79,303.6,Continuous Rain,None (Monsoon),None,2973,557,760,Lingunan Elementary School,0,7,7863057,Homes,Yes,22.5,PAGASA
1901,2009-08-07,2009,August,Valenzuela,Lingunan,14.707500000000001,120.9817,High,0.46,Knee-deep,85,138.3,Heavy Rain,Pepito,Signal No. 2,7132,1553,1310,Valenzuela City Gymnasium,0,4,6752792,Homes,Yes,14.7,MMDA
1902,2016-07-25,2016,July,Valenzuela,Punturin,14.711400000000001,120.9835,High,0.39,Knee-deep,92,207.6,Typhoon,Rolly,Signal No. 1,5664,1377,1629,Lingunan Elementary School,0,2,1979831,Bridges and Roads,Yes,16.0,PAGASA
1903,2022-05-17,2022,May,Valenzuela,Parada,14.699300000000001,120.97949999999999,High,1.39,Chest-deep,93,225.3,Typhoon,Rolly,Signal No. 4,5309,982,452,Lingunan Elementary School,0,6,12656836,None,Yes,16.5,DSWD
1904,2013-11-15,2013,November,Marikina,Tumana,14.656,121.10549999999999,Very High,1.34,Chest-deep,116,192.4,Monsoon Rains,None (Monsoon),None,4341,892,857,Calumpang Elementary School,0,5,9647760,Bridges,No,19.1,LGU Report
1905,2017-01-22,2017,January,Marikina,Calumpang,14.6476,121.1035,Very High,2.76,House-roof level,49,181.0,Continuous Rain,None (Monsoon),None,1926,380,755,Marikina City Hall Gymnasium,3,22,11459809,None,Yes,11.6,NDRRMC
1906,2012-02-18,2012,February,Marikina,Concepcion Dos,14.662099999999999,121.1085,Very High,2.37,House-roof level,61,305.2,Typhoon,None (Monsoon),None,6597,1656,2319,Marikina City Hall Gymnasium,0,1,18869374,None,No,2.5,NDRRMC
1907,2016-12-22,2016,December,Marikina,Industrial Valley,14.652899999999999,121.1131,High,2.65,House-roof level,56,353.1,Monsoon Rains,None (Monsoon),None,1582,344,301,Marikina City Hall Gymnasium,0,5,4375412,Homes,Yes,18.2,DSWD
1908,2016-02-27,2016,February,Marikina,Nangka,14.6693,121.1081,High,0.53,Waist-deep,60,84.7,Scattered Showers,None (Monsoon),None,5292,1220,1246,Marikina Sports Center,0,4,6871756,Roads,Yes,13.3,NDRRMC
1909,2017-09-20,2017,September,Marikina,Fortune,14.6725,121.11070000000001,High,1.86,Neck-deep,30,371.8,Continuous Rain,None (Monsoon),None,2394,512,438,Marikina City Hall Gymnasium,0,7,7851583,Roads,Yes,4.3,NDRRMC
1910,2003-06-11,2003,June,Pasig,Pinagbuhatan,14.5619,121.10369999999999,Very High,2.04,House-roof level,36,52.4,Scattered Showers,Quedan,Signal No. 1,4305,1115,1632,Bambang Elementary School,0,6,8648111,None,Yes,16.5,PAGASA
1911,2000-03-20,2000,March,Pasig,Bambang,14.5597,121.0998,Very High,2.87,House-roof level,57,147.8,Continuous Rain,Marce,Signal No. 4,851,236,170,Pasig City Hall Gymnasium,0,11,4173498,Roads,No,11.9,PAGASA
1912,2017-11-21,2017,November,Pasig,Ugong,14.5638,121.0708,High,2.74,House-roof level,95,326.1,Heavy Rain,None (Monsoon),None,5846,1193,485,Pasig Sports Center,0,6,34305154,Homes,Yes,6.5,MMDA
1913,2022-11-21,2022,November,Pasig,Dela Paz,14.5724,121.0823,High,2.76,House-roof level,67,163.9,Heavy Rain,Marce,Signal No. 1,1131,310,183,Pasig Sports Center,2,22,5009788,Bridges and Roads,Yes,21.8,PAGASA
1914,2002-05-22,2002,May,Pasig,Palatiw,14.5617,121.1006,High,0.43,Knee-deep,36,53.9,Continuous Rain,None (Monsoon),None,5580,1130,1663,Pinagbuhatan Covered Court,0,4,4278190,Roads,No,16.2,NDRRMC
1915,2001-02-13,2001,February,Quezon City,Batasan Hills,14.6884,121.1141,High,1.31,Chest-deep,82,329.2,Continuous Rain,Pepito,Signal No. 3,7330,1900,1731,Payatas Elementary School Covered Court,0,6,7877291,Bridges,Yes,5.7,NDRRMC
1916,2019-08-03,2019,August,Quezon City,Commonwealth,14.6812,121.10810000000001,High,1.56,Neck-deep,50,412.1,Heavy Rain,Marce,Signal No. 4,6143,1347,883,Quezon City Reception Area,0,2,12475087,Roads and Homes,No,19.2,DSWD
1917,2018-06-15,2018,June,Quezon City,Payatas,14.7225,121.1179,High,2.29,House-roof level,82,125.5,Typhoon,Rolly,Signal No. 2,257,69,30,Payatas Elementary School Covered Court,0,0,495109,Roads,No,16.6,PAGASA
1918,2009-05-12,2009,May,Quezon City,Bagong Silangan,14.7011,121.13180000000001,Moderate,1.0,Chest-deep,3,366.8,Heavy Rain,Kiko,Signal No. 3,2517,714,361,Quezon City Reception Area,0,10,2983740,Roads,No,12.3,MMDA
1919,2024-07-27,2024,July,Quezon City,Novaliches Proper,14.734,121.02239999999999,Moderate,0.51,Waist-deep,33,251.7,Heavy Rain,Quedan,Signal No. 4,3858,761,144,Quezon City Reception Area,0,4,3561520,Roads and Homes,No,6.9,PAGASA
1920,2001-10-22,2001,October,Manila,Tondo,14.6195,120.96730000000001,Very High,1.86,Neck-deep,142,53.1,Continuous Rain,Pepito,Signal No. 4,2102,425,518,Manila City Hall Gymnasium,0,14,3850093,Bridges and Roads,Yes,3.3,DSWD
1921,2010-08-06,2010,August,Manila,Binondo,14.5992,120.9733,High,0.65,Waist-deep,52,380.6,Typhoon,Marce,Signal No. 2,1084,284,108,Binondo Elementary School,0,0,455165,Roads,Yes,7.6,LGU Report
1922,2014-02-13,2014,February,Manila,Pandacan,14.5871,121.0042,Very High,0.76,Waist-deep,132,430.4,Heavy Rain,None (Monsoon),None,5426,1340,1974,Manila City Hall Gymnasium,0,0,7573642,Roads and Homes,No,21.9,DSWD
1923,2018-03-11,2018,March,Manila,Sta. Ana,14.574,121.0099,High,2.87,House-roof level,86,364.2,Monsoon Rains,Ondoy,Signal No. 4,5585,1056,556,Tondo Sports Complex,0,21,10587120,Bridges and Roads,Yes,14.1,NDRRMC
1924,2004-06-23,2004,June,Manila,San Andres Bukid,14.581000000000001,120.998,High,2.99,House-roof level,41,249.9,Typhoon,None (Monsoon),None,6925,1414,1938,Manila City Hall Gymnasium,1,4,21450094,Roads and Homes,Yes,13.9,NDRRMC
1925,2020-03-06,2020,March,Caloocan,Bagong Barrio,14.6706,120.98679999999999,High,1.44,Chest-deep,48,429.1,Heavy Rain,None (Monsoon),None,815,182,232,Grace Park Elementary School,0,14,944913,None,No,23.0,PAGASA
1926,2020-04-12,2020,April,Caloocan,Grace Park,14.6589,120.9835,High,1.66,Neck-deep,26,394.8,Heavy Rain,None (Monsoon),None,3807,1009,690,Baesa National High School,0,5,9885343,Bridges,No,17.2,LGU Report
1927,2007-11-01,2007,November,Caloocan,Camarin,14.734,121.0131,Moderate,1.47,Chest-deep,12,136.0,Typhoon,None (Monsoon),None,5274,976,542,Caloocan City Gymnasium,0,2,14730712,Bridges and Roads,Yes,14.0,LGU Report
1928,2019-01-02,2019,January,Caloocan,Baesa,14.6927,121.00099999999999,High,0.83,Waist-deep,83,164.5,Continuous Rain,Pepito,Signal No. 4,6752,1341,1325,Baesa National High School,0,8,5408223,None,No,3.6,MMDA
1929,2003-06-22,2003,June,Parañaque,BF Homes,14.4887,121.01259999999999,Moderate,0.87,Waist-deep,37,365.6,Continuous Rain,Queenie,Signal No. 3,3610,837,394,Baclaran Elementary School,0,4,7191914,Roads,Yes,10.2,MMDA
1930,2011-01-10,2011,January,Parañaque,La Huerta,14.4927,120.9996,Moderate,0.48,Knee-deep,5,86.7,Scattered Showers,Queenie,Signal No. 3,1155,219,70,Baclaran Elementary School,0,3,512022,Bridges and Roads,No,4.8,MMDA
1931,2008-09-29,2008,September,Parañaque,Baclaran,14.5226,120.997,High,1.28,Chest-deep,10,369.7,Continuous Rain,Tisoy,Signal No. 3,2520,596,354,La Huerta Elementary School,0,4,7638319,Homes,No,21.4,PAGASA
1932,2013-02-21,2013,February,Las Piñas,Almanza Dos,14.4626,120.9819,Moderate,1.49,Chest-deep,23,375.2,Monsoon Rains,None (Monsoon),None,4116,1073,440,Pulang Lupa Covered Court,0,4,5269726,Bridges,Yes,21.6,NDRRMC
1933,2007-03-29,2007,March,Las Piñas,Pulang Lupa Dos,14.4689,120.9755,Moderate,0.97,Waist-deep,9,306.7,Scattered Showers,Rolly,Signal No. 4,7653,1529,604,Las Piñas City Hall Gymnasium,0,9,12563852,Homes,No,17.6,PAGASA
1934,2009-08-13,2009,August,Muntinlupa,Tunasan,14.3895,121.0307,Moderate,1.01,Chest-deep,41,355.9,Continuous Rain,Ulysses,Signal No. 3,5265,1172,491,Muntinlupa City Hall Gymnasium,0,0,7601237,None,Yes,19.2,MMDA
1935,2012-06-20,2012,June,Muntinlupa,Alabang,14.424999999999999,121.0415,Low,0.27,Knee-deep,10,69.5,Monsoon Rains,None (Monsoon),None,1653,312,77,Muntinlupa City Hall Gymnasium,0,1,512615,None,Yes,3.8,LGU Report
1936,2013-06-13,2013,June,Taguig,Ususan,14.507900000000001,121.0632,High,2.74,House-roof level,36,380.4,Continuous Rain,Pepito,Signal No. 3,6284,1314,1164,Taguig City University Gymnasium,0,8,30369540,None,No,3.2,NDRRMC
